0,0,0,None,0
0.0,10,12,None,0
-1.0,12,12,None,0
-0.666666666666667,7,4,None,0
0.25,65,7,None,0
11.8,155,14,None,0
33.333333333333336,12,22,None,0
27.142857142857142,12,41,None,0
20.125,5,17,None,0
16.555555555555557,16,41,None,16.555555555555557
13.777777777777775,281,9,None,13.777777777777775
44.22222222222222,132,13,None,45.22222222222222
57.44444444444444,20,309,None,58.11111111111111
25.0,225,11,None,24.75
42.33333333333333,366,10,None,30.533333333333328
66.22222222222221,111,107,None,32.88888888888888
67.77777777777777,30,6,None,24.079365079365076
73.66666666666666,300,10,None,39.763888888888886
107.2222222222222,127,273,None,45.44444444444442
93.77777777777777,67,431,None,21.888888888888893
23.111111111111114,43,336,None,-45.86111111111111
-22.666666666666657,89,347,None,-110.64444444444443
-19.22222222222223,165,215,None,-77.11111111111111
-48.55555555555554,153,24,None,-131.52380952380952
-73.77777777777779,121,205,None,-193.54166666666666
-83.55555555555556,193,592,None,-241.99999999999994
-130.55555555555554,199,52,None,-284.2222222222222
-146.44444444444446,48,13,None,-232.55555555555554
-126.33333333333334,50,371,None,-140.0
-121.55555555555557,22,54,None,-100.44444444444446
-92.55555555555556,35,9,None,20.99999999999997
-60.999999999999986,40,384,None,98.22222222222224
-93.66666666666667,15,573,None,106.22222222222219
-170.0,16,139,None,107.99999999999999
-174.33333333333331,84,45,None,162.8888888888889
-125.66666666666667,75,138,None,225.0
-149.0,29,97,None,142.11111111111114
-160.44444444444446,43,79,None,35.777777777777786
-128.77777777777777,31,145,None,34.55555555555556
-137.88888888888889,38,74,None,-0.22222222222220012
-144.77777777777777,62,55,None,12.444444444444429
-105.7777777777778,21,106,None,78.66666666666663
-53.22222222222222,200,317,None,111.8888888888889
-52.55555555555556,56,53,None,124.3333333333333
-56.555555555555564,71,52,None,103.22222222222223
-47.44444444444445,70,57,None,108.77777777777774
-38.44444444444446,164,26,None,167.33333333333331
-19.1111111111111,149,50,None,193.44444444444446
4.555555555555557,65,39,None,154.5555555555556
11.444444444444443,184,77,None,39.44444444444446
22.555555555555557,506,45,None,6.555555555555614
83.22222222222221,768,57,None,67.33333333333331
175.22222222222223,1019,391,None,126.22222222222223
244.66666666666669,1350,147,None,179.22222222222223
376.22222222222223,1565,416,None,314.0
502.44444444444446,1540,132,None,398.44444444444446
643.5555555555555,1399,222,None,506.4444444444444
763.3333333333334,1117,29,None,630.4444444444445
881.3333333333334,854,40,None,733.4444444444445
959.8888888888888,1038,11,None,709.5555555555554
1022.7777777777777,1592,59,None,638.3333333333333
1114.111111111111,2012,45,None,515.2222222222222
1262.888888888889,2158,34,None,477.33333333333326
1365.2222222222222,1798,51,None,326.33333333333337
1431.6666666666667,1700,149,None,170.44444444444446
1447.5555555555557,2492,71,None,-65.8888888888888
1585.7777777777778,3931,29,None,-114.8888888888888
1898.4444444444446,4264,35,None,77.55555555555566
2277.8888888888887,4982,52,None,379.1111111111111
2711.555555555555,6098,39,None,670.5555555555552
3214.4444444444443,7130,30,None,1111.333333333333
3784.777777777778,7688,47,None,1592.6666666666665
4397.777777777778,7480,43,None,2228.555555555556
5030.0,7522,44,None,2775.8888888888887
5688.555555555556,6677,60,None,3223.8888888888887
6154.777777777777,8778,13,None,3251.0
6695.111111111111,6131,158,None,3107.8888888888896
6888.888888888889,5010,48,None,2510.666666666667
6892.444444444444,3448,32,None,1659.0
6598.777777777778,3061,32,None,351.7777777777778
6146.444444444444,1927,30,None,-1236.6666666666665
5508.222222222222,1383,20,None,-3130.5555555555566
4833.333333333333,1416,89,None,-4765.666666666667
4149.888888888889,1467,22,None,-6335.333333333334
3575.222222222222,2209,47,None,-7190.555555555555
2841.555555555555,2170,23,None,-8034.444444444445
2416.4444444444443,1592,53,None,-7856.777777777778
2036.111111111111,1137,16,None,-7218.0
1781.111111111111,670,158,None,-5928.11111111111
1501.4444444444443,312,391,None,-4448.333333333333
1281.888888888889,261,607,None,-2687.666666666666
1092.0,67,756,None,-1161.7777777777778
867.9999999999999,49,1272,None,571.6666666666674
571.5555555555557,35,1611,None,1468.7777777777778
156.22222222222217,64,1802,Compression,2171.0
-275.4444444444444,40,1763,None,2125.7777777777783
-637.8888888888889,45,1903,None,1971.0
-968.8888888888888,57,1979,None,1476.333333333333
-1239.3333333333335,89,1775,None,1000.5555555555552
-1417.8888888888887,172,2214,None,582.1111111111113
-1606.3333333333333,46,2071,None,305.3333333333335
-1754.7777777777778,24,1771,None,62.5555555555552
-1813.0,341,2093,None,307.33333333333303
-1832.5555555555554,86,1853,None,685.2222222222224
-1835.7777777777778,180,2212,None,1189.6666666666665
-1870.111111111111,276,2089,None,1508.5555555555557
-1865.111111111111,153,1917,None,1803.5555555555552
-1847.5555555555554,48,2214,None,2090.1111111111113
-1900.888888888889,115,1970,None,2139.7777777777774
-1880.111111111111,36,2058,None,2110.777777777778
-1879.7777777777778,69,2103,None,1863.7777777777776
-1911.6666666666667,165,2136,None,1461.6666666666667
-1936.0000000000002,347,2585,None,1128.7777777777774
-1988.3333333333333,409,2763,None,743.6666666666669
-2024.1111111111109,250,2959,None,454.2222222222222
-2123.666666666667,178,2710,None,224.44444444444434
-2209.0,324,2921,None,-87.66666666666674
-2256.8888888888887,267,2328,None,-230.99999999999977
-2279.777777777778,180,1820,None,-301.0
-2237.3333333333335,111,1434,None,-254.11111111111086
-2158.3333333333335,213,973,None,-94.11111111111131
-2023.7777777777778,384,252,None,66.22222222222217
-1760.4444444444446,1181,136,None,486.44444444444457
-1382.7777777777778,1907,200,None,1002.7777777777776
-892.1111111111111,1919,122,None,1587.5555555555557
-411.1111111111112,2025,43,None,2197.5555555555557
97.66666666666663,1614,231,None,2712.111111111111
480.33333333333326,1479,122,None,3006.7777777777783
813.3333333333335,1073,74,None,3138.4444444444443
1071.3333333333335,1078,67,None,3001.7777777777783
1268.1111111111113,602,111,None,2650.555555555556
1308.0,86,256,None,1836.8888888888885
